RecordID,Country,Gender,Demographics Question,Demographics Response,Question,Survey Year,Value,Alpha-3 code
408,Sierra Leone,M,Employment,Employed for cash,... for at least one specific reason,41275,34.7,SLE
408,Sierra Leone,M,Employment,Employed for kind,... for at least one specific reason,41275,37.5,SLE
408,Sierra Leone,M,Employment,Unemployed,... for at least one specific reason,41275,27.2,SLE
128,Sierra Leone,M,Employment,Employed for cash,... if she argues with him,41275,24.6,SLE
128,Sierra Leone,M,Employment,Employed for kind,... if she argues with him,41275,27.3,SLE
128,Sierra Leone,M,Employment,Unemployed,... if she argues with him,41275,18.4,SLE
58,Sierra Leone,M,Employment,Employed for cash,... if she burns the food,41275,5.6,SLE
58,Sierra Leone,M,Employment,Employed for kind,... if she burns the food,41275,3.6,SLE
58,Sierra Leone,M,Employment,Unemployed,... if she burns the food,41275,5,SLE
198,Sierra Leone,M,Employment,Employed for cash,... if she goes out without telling him,41275,21.3,SLE
198,Sierra Leone,M,Employment,Employed for kind,... if she goes out without telling him,41275,20.7,SLE
198,Sierra Leone,M,Employment,Unemployed,... if she goes out without telling him,41275,14.3,SLE
268,Sierra Leone,M,Employment,Employed for cash,... if she neglects the children,41275,25.3,SLE
268,Sierra Leone,M,Employment,Employed for kind,... if she neglects the children,41275,21.8,SLE
268,Sierra Leone,M,Employment,Unemployed,... if she neglects the children,41275,15.9,SLE
338,Sierra Leone,M,Employment,Employed for cash,... if she refuses to have sex with him,41275,10.3,SLE
338,Sierra Leone,M,Employment,Employed for kind,... if she refuses to have sex with him,41275,10.1,SLE
338,Sierra Leone,M,Employment,Unemployed,... if she refuses to have sex with him,41275,7,SLE
408,Sierra Leone,M,Marital status,Married or living together,... for at least one specific reason,41275,34.6,SLE
408,Sierra Leone,M,Marital status,Never married,... for at least one specific reason,41275,33.4,SLE
408,Sierra Leone,M,Marital status,Widowed, divorced, separated,... for at least one specific reason,41275,38,SLE
128,Sierra Leone,M,Marital status,Married or living together,... if she argues with him,41275,24.6,SLE
128,Sierra Leone,M,Marital status,Never married,... if she argues with him,41275,23.7,SLE
128,Sierra Leone,M,Marital status,Widowed, divorced, separated,... if she argues with him,41275,28.2,SLE
58,Sierra Leone,M,Marital status,Married or living together,... if she burns the food,41275,4.5,SLE
58,Sierra Leone,M,Marital status,Never married,... if she burns the food,41275,5.5,SLE
58,Sierra Leone,M,Marital status,Widowed, divorced, separated,... if she burns the food,41275,2.3,SLE
198,Sierra Leone,M,Marital status,Married or living together,... if she goes out without telling him,41275,20.6,SLE
198,Sierra Leone,M,Marital status,Never married,... if she goes out without telling him,41275,18.5,SLE
198,Sierra Leone,M,Marital status,Widowed, divorced, separated,... if she goes out without telling him,41275,23.4,SLE
268,Sierra Leone,M,Marital status,Married or living together,... if she neglects the children,41275,23.6,SLE
268,Sierra Leone,M,Marital status,Never married,... if she neglects the children,41275,20.4,SLE
268,Sierra Leone,M,Marital status,Widowed, divorced, separated,... if she neglects the children,41275,26.2,SLE
338,Sierra Leone,M,Marital status,Married or living together,... if she refuses to have sex with him,41275,10,SLE
338,Sierra Leone,M,Marital status,Never married,... if she refuses to have sex with him,41275,9.2,SLE
338,Sierra Leone,M,Marital status,Widowed, divorced, separated,... if she refuses to have sex with him,41275,7.9,SLE
408,Sierra Leone,M,Residence,Rural,... for at least one specific reason,41275,37.7,SLE
408,Sierra Leone,M,Residence,Urban,... for at least one specific reason,41275,28.5,SLE
128,Sierra Leone,M,Residence,Rural,... if she argues with him,41275,26.9,SLE
128,Sierra Leone,M,Residence,Urban,... if she argues with him,41275,20,SLE
58,Sierra Leone,M,Residence,Rural,... if she burns the food,41275,4.5,SLE
58,Sierra Leone,M,Residence,Urban,... if she burns the food,41275,5.3,SLE
198,Sierra Leone,M,Residence,Rural,... if she goes out without telling him,41275,23,SLE
198,Sierra Leone,M,Residence,Urban,... if she goes out without telling him,41275,14.5,SLE
268,Sierra Leone,M,Residence,Rural,... if she neglects the children,41275,25.8,SLE
268,Sierra Leone,M,Residence,Urban,... if she neglects the children,41275,16.6,SLE
338,Sierra Leone,M,Residence,Rural,... if she refuses to have sex with him,41275,11.1,SLE
338,Sierra Leone,M,Residence,Urban,... if she refuses to have sex with him,41275,7.1,SLE
409,South Africa,F,Age,15-24,... for at least one specific reason,42370,6.4,ZAF
409,South Africa,F,Age,25-34,... for at least one specific reason,42370,5.1,ZAF
409,South Africa,F,Age,35-49,... for at least one specific reason,42370,5.1,ZAF
129,South Africa,F,Age,15-24,... if she argues with him,42370,2.7,ZAF
129,South Africa,F,Age,25-34,... if she argues with him,42370,2.1,ZAF
129,South Africa,F,Age,35-49,... if she argues with him,42370,1.9,ZAF
59,South Africa,F,Age,15-24,... if she burns the food,42370,1.2,ZAF
59,South Africa,F,Age,25-34,... if she burns the food,42370,1,ZAF
59,South Africa,F,Age,35-49,... if she burns the food,42370,0.7,ZAF
199,South Africa,F,Age,15-24,... if she goes out without telling him,42370,2.2,ZAF
199,South Africa,F,Age,25-34,... if she goes out without telling him,42370,2.1,ZAF
199,South Africa,F,Age,35-49,... if she goes out without telling him,42370,2,ZAF
269,South Africa,F,Age,15-24,... if she neglects the children,42370,4.7,ZAF
269,South Africa,F,Age,25-34,... if she neglects the children,42370,3.4,ZAF
269,South Africa,F,Age,35-49,... if she neglects the children,42370,3.4,ZAF
339,South Africa,F,Age,15-24,... if she refuses to have sex with him,42370,1,ZAF
339,South Africa,F,Age,25-34,... if she refuses to have sex with him,42370,0.8,ZAF
339,South Africa,F,Age,35-49,... if she refuses to have sex with him,42370,1.1,ZAF
409,South Africa,F,Education,Higher,... for at least one specific reason,42370,1.1,ZAF
409,South Africa,F,Education,No education,... for at least one specific reason,42370,6.8,ZAF
409,South Africa,F,Education,Primary,... for at least one specific reason,42370,9.9,ZAF
409,South Africa,F,Education,Secondary,... for at least one specific reason,42370,5.6,ZAF
129,South Africa,F,Education,Higher,... if she argues with him,42370,0.5,ZAF
129,South Africa,F,Education,No education,... if she argues with him,42370,2.9,ZAF
129,South Africa,F,Education,Primary,... if she argues with him,42370,4.2,ZAF
129,South Africa,F,Education,Secondary,... if she argues with him,42370,2.2,ZAF
59,South Africa,F,Education,Higher,... if she burns the food,42370,0.2,ZAF
59,South Africa,F,Education,No education,... if she burns the food,42370,1.6,ZAF
59,South Africa,F,Education,Primary,... if she burns the food,42370,2.4,ZAF
59,South Africa,F,Education,Secondary,... if she burns the food,42370,0.9,ZAF
199,South Africa,F,Education,Higher,... if she goes out without telling him,42370,0.3,ZAF
199,South Africa,F,Education,No education,... if she goes out without telling him,42370,2.2,ZAF
199,South Africa,F,Education,Primary,... if she goes out without telling him,42370,4.8,ZAF
199,South Africa,F,Education,Secondary,... if she goes out without telling him,42370,2.1,ZAF
269,South Africa,F,Education,Higher,... if she neglects the children,42370,0.6,ZAF
269,South Africa,F,Education,No education,... if she neglects the children,42370,2.8,ZAF
269,South Africa,F,Education,Primary,... if she neglects the children,42370,6.9,ZAF
269,South Africa,F,Education,Secondary,... if she neglects the children,42370,4,ZAF
339,South Africa,F,Education,Higher,... if she refuses to have sex with him,42370,0.1,ZAF
339,South Africa,F,Education,No education,... if she refuses to have sex with him,42370,2.2,ZAF
339,South Africa,F,Education,Primary,... if she refuses to have sex with him,42370,1.9,ZAF
339,South Africa,F,Education,Secondary,... if she refuses to have sex with him,42370,1,ZAF
409,South Africa,F,Employment,Employed for cash,... for at least one specific reason,42370,5,ZAF
409,South Africa,F,Employment,Employed for kind,... for at least one specific reason,42370,8.8,ZAF
409,South Africa,F,Employment,Unemployed,... for at least one specific reason,42370,5.8,ZAF
129,South Africa,F,Employment,Employed for cash,... if she argues with him,42370,1.9,ZAF
129,South Africa,F,Employment,Employed for kind,... if she argues with him,42370,2.1,ZAF
129,South Africa,F,Employment,Unemployed,... if she argues with him,42370,2.4,ZAF
59,South Africa,F,Employment,Employed for cash,... if she burns the food,42370,0.6,ZAF
59,South Africa,F,Employment,Employed for kind,... if she burns the food,42370,1.1,ZAF
59,South Africa,F,Employment,Unemployed,... if she burns the food,42370,1.2,ZAF
199,South Africa,F,Employment,Employed for cash,... if she goes out without telling him,42370,2.1,ZAF
199,South Africa,F,Employment,Employed for kind,... if she goes out without telling him,42370,2.7,ZAF
199,South Africa,F,Employment,Unemployed,... if she goes out without telling him,42370,2.1,ZAF
269,South Africa,F,Employment,Employed for cash,... if she neglects the children,42370,3.1,ZAF
269,South Africa,F,Employment,Employed for kind,... if she neglects the children,42370,8.6,ZAF
269,South Africa,F,Employment,Unemployed,... if she neglects the children,42370,4.2,ZAF
339,South Africa,F,Employment,Employed for cash,... if she refuses to have sex with him,42370,0.8,ZAF
339,South Africa,F,Employment,Employed for kind,... if she refuses to have sex with him,42370,0.7,ZAF
339,South Africa,F,Employment,Unemployed,... if she refuses to have sex with him,42370,1.1,ZAF
409,South Africa,F,Marital status,Married or living together,... for at least one specific reason,42370,5.2,ZAF
409,South Africa,F,Marital status,Never married,... for at least one specific reason,42370,5.6,ZAF
409,South Africa,F,Marital status,Widowed, divorced, separated,... for at least one specific reason,42370,6.8,ZAF
129,South Africa,F,Marital status,Married or living together,... if she argues with him,42370,2,ZAF
129,South Africa,F,Marital status,Never married,... if she argues with him,42370,2.2,ZAF
129,South Africa,F,Marital status,Widowed, divorced, separated,... if she argues with him,42370,3.1,ZAF
59,South Africa,F,Marital status,Married or living together,... if she burns the food,42370,0.9,ZAF
59,South Africa,F,Marital status,Never married,... if she burns the food,42370,1,ZAF
59,South Africa,F,Marital status,Widowed, divorced, separated,... if she burns the food,42370,0.9,ZAF
199,South Africa,F,Marital status,Married or living together,... if she goes out without telling him,42370,2.4,ZAF
199,South Africa,F,Marital status,Never married,... if she goes out without telling him,42370,1.8,ZAF
199,South Africa,F,Marital status,Widowed, divorced, separated,... if she goes out without telling him,42370,2.8,ZAF
269,South Africa,F,Marital status,Married or living together,... if she neglects the children,42370,3.3,ZAF
269,South Africa,F,Marital status,Never married,... if she neglects the children,42370,4,ZAF
269,South Africa,F,Marital status,Widowed, divorced, separated,... if she neglects the children,42370,5.7,ZAF
339,South Africa,F,Marital status,Married or living together,... if she refuses to have sex with him,42370,1,ZAF
339,South Africa,F,Marital status,Never married,... if she refuses to have sex with him,42370,0.8,ZAF
339,South Africa,F,Marital status,Widowed, divorced, separated,... if she refuses to have sex with him,42370,1.9,ZAF
409,South Africa,F,Residence,Rural,... for at least one specific reason,42370,8.2,ZAF
409,South Africa,F,Residence,Urban,... for at least one specific reason,42370,4.2,ZAF
129,South Africa,F,Residence,Rural,... if she argues with him,42370,3.9,ZAF
129,South Africa,F,Residence,Urban,... if she argues with him,42370,1.4,ZAF
59,South Africa,F,Residence,Rural,... if she burns the food,42370,1.4,ZAF
59,South Africa,F,Residence,Urban,... if she burns the food,42370,0.7,ZAF
199,South Africa,F,Residence,Rural,... if she goes out without telling him,42370,3.2,ZAF
199,South Africa,F,Residence,Urban,... if she goes out without telling him,42370,1.6,ZAF
269,South Africa,F,Residence,Rural,... if she neglects the children,42370,5.5,ZAF
269,South Africa,F,Residence,Urban,... if she neglects the children,42370,3,ZAF
339,South Africa,F,Residence,Rural,... if she refuses to have sex with him,42370,1.5,ZAF
339,South Africa,F,Residence,Urban,... if she refuses to have sex with him,42370,0.7,ZAF
409,South Africa,M,Age,15-24,... for at least one specific reason,42370,13.5,ZAF
409,South Africa,M,Age,25-34,... for at least one specific reason,42370,7.5,ZAF
409,South Africa,M,Age,35-49,... for at least one specific reason,42370,5.7,ZAF
129,South Africa,M,Age,15-24,... if she argues with him,42370,5.5,ZAF
129,South Africa,M,Age,25-34,... if she argues with him,42370,3.2,ZAF
129,South Africa,M,Age,35-49,... if she argues with him,42370,2.1,ZAF
59,South Africa,M,Age,15-24,... if she burns the food,42370,2.3,ZAF
59,South Africa,M,Age,25-34,... if she burns the food,42370,1.2,ZAF
59,South Africa,M,Age,35-49,... if she burns the food,42370,1.4,ZAF
199,South Africa,M,Age,15-24,... if she goes out without telling him,42370,3.2,ZAF
199,South Africa,M,Age,25-34,... if she goes out without telling him,42370,3.5,ZAF
199,South Africa,M,Age,35-49,... if she goes out without telling him,42370,4.6,ZAF
269,South Africa,M,Age,15-24,... if she neglects the children,42370,9.9,ZAF
269,South Africa,M,Age,25-34,... if she neglects the children,42370,4.5,ZAF
269,South Africa,M,Age,35-49,... if she neglects the children,42370,2.8,ZAF
339,South Africa,M,Age,15-24,... if she refuses to have sex with him,42370,2.1,ZAF
339,South Africa,M,Age,25-34,... if she refuses to have sex with him,42370,0.9,ZAF
339,South Africa,M,Age,35-49,... if she refuses to have sex with him,42370,1.7,ZAF
409,South Africa,M,Education,Higher,... for at least one specific reason,42370,5.8,ZAF
409,South Africa,M,Education,No education,... for at least one specific reason,42370,10.6,ZAF
409,South Africa,M,Education,Primary,... for at least one specific reason,42370,11,ZAF
409,South Africa,M,Education,Secondary,... for at least one specific reason,42370,9.4,ZAF
129,South Africa,M,Education,Higher,... if she argues with him,42370,0.7,ZAF
129,South Africa,M,Education,No education,... if she argues with him,42370,6.3,ZAF
129,South Africa,M,Education,Primary,... if she argues with him,42370,6.3,ZAF
129,South Africa,M,Education,Secondary,... if she argues with him,42370,3.7,ZAF
59,South Africa,M,Education,Higher,... if she burns the food,42370,1.2,ZAF
59,South Africa,M,Education,No education,... if she burns the food,42370,3.8,ZAF
59,South Africa,M,Education,Primary,... if she burns the food,42370,3.2,ZAF
59,South Africa,M,Education,Secondary,... if she burns the food,42370,1.5,ZAF
199,South Africa,M,Education,Higher,... if she goes out without telling him,42370,1.7,ZAF
199,South Africa,M,Education,No education,... if she goes out without telling him,42370,4.5,ZAF
199,South Africa,M,Education,Primary,... if she goes out without telling him,42370,5.6,ZAF
199,South Africa,M,Education,Secondary,... if she goes out without telling him,42370,3.7,ZAF
269,South Africa,M,Education,Higher,... if she neglects the children,42370,3.2,ZAF
269,South Africa,M,Education,No education,... if she neglects the children,42370,8.2,ZAF
269,South Africa,M,Education,Primary,... if she neglects the children,42370,7.5,ZAF
269,South Africa,M,Education,Secondary,... if she neglects the children,42370,6.2,ZAF
339,South Africa,M,Education,Higher,... if she refuses to have sex with him,42370,0.7,ZAF
339,South Africa,M,Education,No education,... if she refuses to have sex with him,42370,1.1,ZAF
339,South Africa,M,Education,Primary,... if she refuses to have sex with him,42370,2.5,ZAF
339,South Africa,M,Education,Secondary,... if she refuses to have sex with him,42370,1.6,ZAF
409,South Africa,M,Employment,Employed for cash,... for at least one specific reason,42370,7.2,ZAF
409,South Africa,M,Employment,Employed for kind,... for at least one specific reason,42370,,ZAF
409,South Africa,M,Employment,Unemployed,... for at least one specific reason,42370,11.4,ZAF
129,South Africa,M,Employment,Employed for cash,... if she argues with him,42370,2.4,ZAF
129,South Africa,M,Employment,Employed for kind,... if she argues with him,42370,,ZAF
129,South Africa,M,Employment,Unemployed,... if she argues with him,42370,5.1,ZAF
59,South Africa,M,Employment,Employed for cash,... if she burns the food,42370,1.7,ZAF
59,South Africa,M,Employment,Employed for kind,... if she burns the food,42370,,ZAF
59,South Africa,M,Employment,Unemployed,... if she burns the food,42370,1.7,ZAF
199,South Africa,M,Employment,Employed for cash,... if she goes out without telling him,42370,3.1,ZAF
199,South Africa,M,Employment,Employed for kind,... if she goes out without telling him,42370,,ZAF
199,South Africa,M,Employment,Unemployed,... if she goes out without telling him,42370,4.4,ZAF
269,South Africa,M,Employment,Employed for cash,... if she neglects the children,42370,4.3,ZAF
269,South Africa,M,Employment,Employed for kind,... if she neglects the children,42370,,ZAF
269,South Africa,M,Employment,Unemployed,... if she neglects the children,42370,7.9,ZAF
339,South Africa,M,Employment,Employed for cash,... if she refuses to have sex with him,42370,1.6,ZAF
339,South Africa,M,Employment,Employed for kind,... if she refuses to have sex with him,42370,,ZAF
339,South Africa,M,Employment,Unemployed,... if she refuses to have sex with him,42370,1.6,ZAF
409,South Africa,M,Marital status,Married or living together,... for at least one specific reason,42370,4.7,ZAF
409,South Africa,M,Marital status,Never married,... for at least one specific reason,42370,11.4,ZAF
409,South Africa,M,Marital status,Widowed, divorced, separated,... for at least one specific reason,42370,8.8,ZAF
129,South Africa,M,Marital status,Married or living together,... if she argues with him,42370,2,ZAF
129,South Africa,M,Marital status,Never married,... if she argues with him,42370,4.6,ZAF
129,South Africa,M,Marital status,Widowed, divorced, separated,... if she argues with him,42370,3.5,ZAF
59,South Africa,M,Marital status,Married or living together,... if she burns the food,42370,0.8,ZAF
59,South Africa,M,Marital status,Never married,... if she burns the food,42370,2.2,ZAF
59,South Africa,M,Marital status,Widowed, divorced, separated,... if she burns the food,42370,1.2,ZAF
199,South Africa,M,Marital status,Married or living together,... if she goes out without telling him,42370,3.4,ZAF
199,South Africa,M,Marital status,Never married,... if she goes out without telling him,42370,3.9,ZAF
199,South Africa,M,Marital status,Widowed, divorced, separated,... if she goes out without telling him,42370,4,ZAF
269,South Africa,M,Marital status,Married or living together,... if she neglects the children,42370,2.8,ZAF
269,South Africa,M,Marital status,Never married,... if she neglects the children,42370,7.5,ZAF
269,South Africa,M,Marital status,Widowed, divorced, separated,... if she neglects the children,42370,6.7,ZAF
339,South Africa,M,Marital status,Married or living together,... if she refuses to have sex with him,42370,0.8,ZAF
339,South Africa,M,Marital status,Never married,... if she refuses to have sex with him,42370,2,ZAF
339,South Africa,M,Marital status,Widowed, divorced, separated,... if she refuses to have sex with him,42370,0.7,ZAF
409,South Africa,M,Residence,Rural,... for at least one specific reason,42370,14.9,ZAF
409,South Africa,M,Residence,Urban,... for at least one specific reason,42370,6.6,ZAF
129,South Africa,M,Residence,Rural,... if she argues with him,42370,7.1,ZAF
129,South Africa,M,Residence,Urban,... if she argues with him,42370,2.2,ZAF
59,South Africa,M,Residence,Rural,... if she burns the food,42370,2.7,ZAF
59,South Africa,M,Residence,Urban,... if she burns the food,42370,1.2,ZAF
199,South Africa,M,Residence,Rural,... if she goes out without telling him,42370,6,ZAF
199,South Africa,M,Residence,Urban,... if she goes out without telling him,42370,2.7,ZAF
269,South Africa,M,Residence,Rural,... if she neglects the children,42370,10.1,ZAF
269,South Africa,M,Residence,Urban,... if she neglects the children,42370,4.2,ZAF
339,South Africa,M,Residence,Rural,... if she refuses to have sex with him,42370,2.6,ZAF
339,South Africa,M,Residence,Urban,... if she refuses to have sex with him,42370,1.1,ZAF
410,Tajikistan,F,Age,15-24,... for at least one specific reason,42736,55.7,TJK
410,Tajikistan,F,Age,25-34,... for at least one specific reason,42736,69.7,TJK
410,Tajikistan,F,Age,35-49,... for at least one specific reason,42736,66.5,TJK
130,Tajikistan,F,Age,15-24,... if she argues with him,42736,44.5,TJK
130,Tajikistan,F,Age,25-34,... if she argues with him,42736,58.2,TJK
130,Tajikistan,F,Age,35-49,... if she argues with him,42736,55.5,TJK
60,Tajikistan,F,Age,15-24,... if she burns the food,42736,25,TJK
60,Tajikistan,F,Age,25-34,... if she burns the food,42736,35,TJK
60,Tajikistan,F,Age,35-49,... if she burns the food,42736,29.3,TJK
200,Tajikistan,F,Age,15-24,... if she goes out without telling him,42736,43.4,TJK
200,Tajikistan,F,Age,25-34,... if she goes out without telling him,42736,58.3,TJK
200,Tajikistan,F,Age,35-49,... if she goes out without telling him,42736,53.5,TJK
270,Tajikistan,F,Age,15-24,... if she neglects the children,42736,43.1,TJK
270,Tajikistan,F,Age,25-34,... if she neglects the children,42736,55.3,TJK
270,Tajikistan,F,Age,35-49,... if she neglects the children,42736,52.4,TJK
340,Tajikistan,F,Age,15-24,... if she refuses to have sex with him,42736,19.6,TJK
340,Tajikistan,F,Age,25-34,... if she refuses to have sex with him,42736,33.1,TJK
340,Tajikistan,F,Age,35-49,... if she refuses to have sex with him,42736,28.4,TJK
410,Tajikistan,F,Education,Higher,... for at least one specific reason,42736,51.7,TJK
410,Tajikistan,F,Education,No education,... for at least one specific reason,42736,66,TJK
410,Tajikistan,F,Education,Primary,... for at least one specific reason,42736,67.7,TJK
410,Tajikistan,F,Education,Secondary,... for at least one specific reason,42736,66,TJK
130,Tajikistan,F,Education,Higher,... if she argues with him,42736,40.9,TJK
130,Tajikistan,F,Education,No education,... if she argues with him,42736,57.8,TJK
130,Tajikistan,F,Education,Primary,... if she argues with him,42736,55.8,TJK
130,Tajikistan,F,Education,Secondary,... if she argues with him,42736,54.6,TJK
60,Tajikistan,F,Education,Higher,... if she burns the food,42736,19.2,TJK
60,Tajikistan,F,Education,No education,... if she burns the food,42736,41.7,TJK
60,Tajikistan,F,Education,Primary,... if she burns the food,42736,40.2,TJK
60,Tajikistan,F,Education,Secondary,... if she burns the food,42736,31.1,TJK
200,Tajikistan,F,Education,Higher,... if she goes out without telling him,42736,36.2,TJK
200,Tajikistan,F,Education,No education,... if she goes out without telling him,42736,61.6,TJK
200,Tajikistan,F,Education,Primary,... if she goes out without telling him,42736,59,TJK
200,Tajikistan,F,Education,Secondary,... if she goes out without telling him,42736,54.1,TJK
270,Tajikistan,F,Education,Higher,... if she neglects the children,42736,36.6,TJK
270,Tajikistan,F,Education,No education,... if she neglects the children,42736,58.3,TJK
270,Tajikistan,F,Education,Primary,... if she neglects the children,42736,56.8,TJK
270,Tajikistan,F,Education,Secondary,... if she neglects the children,42736,52.4,TJK
340,Tajikistan,F,Education,Higher,... if she refuses to have sex with him,42736,16.5,TJK
340,Tajikistan,F,Education,No education,... if she refuses to have sex with him,42736,41.7,TJK
340,Tajikistan,F,Education,Primary,... if she refuses to have sex with him,42736,32.4,TJK
340,Tajikistan,F,Education,Secondary,... if she refuses to have sex with him,42736,28.3,TJK
410,Tajikistan,F,Employment,Employed for cash,... for at least one specific reason,42736,58.3,TJK
410,Tajikistan,F,Employment,Employed for kind,... for at least one specific reason,42736,63.6,TJK
410,Tajikistan,F,Employment,Unemployed,... for at least one specific reason,42736,65.1,TJK
130,Tajikistan,F,Employment,Employed for cash,... if she argues with him,42736,46.9,TJK
130,Tajikistan,F,Employment,Employed for kind,... if she argues with him,42736,51.3,TJK
130,Tajikistan,F,Employment,Unemployed,... if she argues with him,42736,53.9,TJK
60,Tajikistan,F,Employment,Employed for cash,... if she burns the food,42736,24.9,TJK
60,Tajikistan,F,Employment,Employed for kind,... if she burns the food,42736,25.1,TJK
60,Tajikistan,F,Employment,Unemployed,... if she burns the food,42736,31.2,TJK
200,Tajikistan,F,Employment,Employed for cash,... if she goes out without telling him,42736,45.7,TJK
200,Tajikistan,F,Employment,Employed for kind,... if she goes out without telling him,42736,51.2,TJK
200,Tajikistan,F,Employment,Unemployed,... if she goes out without telling him,42736,52.9,TJK
270,Tajikistan,F,Employment,Employed for cash,... if she neglects the children,42736,44.1,TJK
270,Tajikistan,F,Employment,Employed for kind,... if she neglects the children,42736,51.5,TJK
270,Tajikistan,F,Employment,Unemployed,... if she neglects the children,42736,51.5,TJK
340,Tajikistan,F,Employment,Employed for cash,... if she refuses to have sex with him,42736,22.3,TJK
340,Tajikistan,F,Employment,Employed for kind,... if she refuses to have sex with him,42736,23.7,TJK
340,Tajikistan,F,Employment,Unemployed,... if she refuses to have sex with him,42736,28.1,TJK
410,Tajikistan,F,Marital status,Married or living together,... for at least one specific reason,42736,70.1,TJK
410,Tajikistan,F,Marital status,Never married,... for at least one specific reason,42736,43.4,TJK
410,Tajikistan,F,Marital status,Widowed, divorced, separated,... for at least one specific reason,42736,59.5,TJK
130,Tajikistan,F,Marital status,Married or living together,... if she argues with him,42736,59.3,TJK
130,Tajikistan,F,Marital status,Never married,... if she argues with him,42736,30.8,TJK
130,Tajikistan,F,Marital status,Widowed, divorced, separated,... if she argues with him,42736,47,TJK
60,Tajikistan,F,Marital status,Married or living together,... if she burns the food,42736,33.4,TJK
60,Tajikistan,F,Marital status,Never married,... if she burns the food,42736,17.6,TJK
60,Tajikistan,F,Marital status,Widowed, divorced, separated,... if she burns the food,42736,27.6,TJK
200,Tajikistan,F,Marital status,Married or living together,... if she goes out without telling him,42736,58.4,TJK
200,Tajikistan,F,Marital status,Never married,... if she goes out without telling him,42736,29.5,TJK
200,Tajikistan,F,Marital status,Widowed, divorced, separated,... if she goes out without telling him,42736,46.4,TJK
270,Tajikistan,F,Marital status,Married or living together,... if she neglects the children,42736,55.7,TJK
270,Tajikistan,F,Marital status,Never married,... if she neglects the children,42736,31.5,TJK
270,Tajikistan,F,Marital status,Widowed, divorced, separated,... if she neglects the children,42736,48.5,TJK
340,Tajikistan,F,Marital status,Married or living together,... if she refuses to have sex with him,42736,32.3,TJK
340,Tajikistan,F,Marital status,Never married,... if she refuses to have sex with him,42736,8.3,TJK
340,Tajikistan,F,Marital status,Widowed, divorced, separated,... if she refuses to have sex with him,42736,27.7,TJK
410,Tajikistan,F,Residence,Rural,... for at least one specific reason,42736,66.4,TJK
410,Tajikistan,F,Residence,Urban,... for at least one specific reason,42736,55.1,TJK
130,Tajikistan,F,Residence,Rural,... if she argues with him,42736,54.7,TJK
130,Tajikistan,F,Residence,Urban,... if she argues with him,42736,45.1,TJK
60,Tajikistan,F,Residence,Rural,... if she burns the food,42736,31.6,TJK
60,Tajikistan,F,Residence,Urban,... if she burns the food,42736,23.5,TJK
200,Tajikistan,F,Residence,Rural,... if she goes out without telling him,42736,54.8,TJK
200,Tajikistan,F,Residence,Urban,... if she goes out without telling him,42736,41,TJK
270,Tajikistan,F,Residence,Rural,... if she neglects the children,42736,52.7,TJK
270,Tajikistan,F,Residence,Urban,... if she neglects the children,42736,41.7,TJK
340,Tajikistan,F,Residence,Rural,... if she refuses to have sex with him,42736,28.7,TJK
340,Tajikistan,F,Residence,Urban,... if she refuses to have sex with him,42736,20.7,TJK
410,Tajikistan,M,Age,15-24,... for at least one specific reason,42736,,TJK
410,Tajikistan,M,Age,25-34,... for at least one specific reason,42736,,TJK
410,Tajikistan,M,Age,35-49,... for at least one specific reason,42736,,TJK
130,Tajikistan,M,Age,15-24,... if she argues with him,42736,,TJK
130,Tajikistan,M,Age,25-34,... if she argues with him,42736,,TJK
130,Tajikistan,M,Age,35-49,... if she argues with him,42736,,TJK
60,Tajikistan,M,Age,15-24,... if she burns the food,42736,,TJK
60,Tajikistan,M,Age,25-34,... if she burns the food,42736,,TJK
60,Tajikistan,M,Age,35-49,... if she burns the food,42736,,TJK
200,Tajikistan,M,Age,15-24,... if she goes out without telling him,42736,,TJK
200,Tajikistan,M,Age,25-34,... if she goes out without telling him,42736,,TJK
200,Tajikistan,M,Age,35-49,... if she goes out without telling him,42736,,TJK
270,Tajikistan,M,Age,15-24,... if she neglects the children,42736,,TJK
270,Tajikistan,M,Age,25-34,... if she neglects the children,42736,,TJK
270,Tajikistan,M,Age,35-49,... if she neglects the children,42736,,TJK
340,Tajikistan,M,Age,15-24,... if she refuses to have sex with him,42736,,TJK
340,Tajikistan,M,Age,25-34,... if she refuses to have sex with him,42736,,TJK
340,Tajikistan,M,Age,35-49,... if she refuses to have sex with him,42736,,TJK
410,Tajikistan,M,Education,Higher,... for at least one specific reason,42736,,TJK
410,Tajikistan,M,Education,No education,... for at least one specific reason,42736,,TJK
410,Tajikistan,M,Education,Primary,... for at least one specific reason,42736,,TJK
410,Tajikistan,M,Education,Secondary,... for at least one specific reason,42736,,TJK
130,Tajikistan,M,Education,Higher,... if she argues with him,42736,,TJK
130,Tajikistan,M,Education,No education,... if she argues with him,42736,,TJK
130,Tajikistan,M,Education,Primary,... if she argues with him,42736,,TJK
130,Tajikistan,M,Education,Secondary,... if she argues with him,42736,,TJK
60,Tajikistan,M,Education,Higher,... if she burns the food,42736,,TJK
60,Tajikistan,M,Education,No education,... if she burns the food,42736,,TJK
60,Tajikistan,M,Education,Primary,... if she burns the food,42736,,TJK
60,Tajikistan,M,Education,Secondary,... if she burns the food,42736,,TJK
200,Tajikistan,M,Education,Higher,... if she goes out without telling him,42736,,TJK
